STIME          TIME             UID   PID D    BLOCK   SIZE       COMM PATHNAME
514312059143   514312059261     501 50029 W 52783889   4096    firefox ??/idb/3211250388sbwdpsunsohintoatciif.sqlite-wal
514312059246   514312059476     501 50029 W 52783890  45056    firefox ??/idb/3211250388sbwdpsunsohintoatciif.sqlite-wal
514312060125   514312060429     501 50029 W 24454415   8192    firefox ??/idb/3211250388sbwdpsunsohintoatciif.sqlite
514312060474   514312060730     501 50029 W 52783901  36864    firefox ??/idb/3211250388sbwdpsunsohintoatciif.sqlite
514312060878   514312061016     501 50029 W 52783910   4096    firefox ??/idb/3211250388sbwdpsunsohintoatciif.sqlite
514312061712   514312061954     501 50029 W 52783889   4096    firefox ??/idb/3211250388sbwdpsunsohintoatciif.sqlite-wal
514312062959   514312063218     501 50029 W 52783889   8192    firefox ??/idb/3211250388sbwdpsunsohintoatciif.sqlite-wal
514312063578   514312063808     501 50029 W 52783901   4096    firefox ??/idb/3211250388sbwdpsunsohintoatciif.sqlite
514312100810   514312100939     501 50029 W 52783911   4096    firefox ??/idb/3211250388sbwdpsunsohintoatciif.sqlite-wal
514312118315   514312118608     501 50029 W 52783912   4096    firefox ??/z05qnvsv.default/serviceworker.txt
514312145891   514312146107     501 50029 W 52783911   4096    firefox ??/idb/3211250388sbwdpsunsohintoatciif.sqlite-wal
514312146151   514312146270     501 50029 W 32510753  12288    firefox ??/idb/3211250388sbwdpsunsohintoatciif.sqlite-wal
514312151205   514312151364     501 50029 W 32510755   4096    firefox ??/idb/3211250388sbwdpsunsohintoatciif.sqlite-wal
514312151378   514312151557     501 50029 W 18953714   4096    firefox ??/idb/3211250388sbwdpsunsohintoatciif.sqlite-wal
514312268587   514312270135     501 50029 W 52783913   4096    firefox ??/entries/FDDDC46E78F0A98825025CE5C72EBC22956E278E
514312268917   514312270285     501 50029 W 24454421   8192    firefox ??/entries/FDDDC46E78F0A98825025CE5C72EBC22956E278E
514312391515   514312391780     501 50029 W 52783808   4096    firefox ??/entries/D0D4E29A093B424BEFBE289F246DF9B21A1C5CAC
514312391635   514312391883     501 50029 W 24454393   8192    firefox ??/entries/D0D4E29A093B424BEFBE289F246DF9B21A1C5CAC
514312391698   514312391942     501 50029 W 52783914   4096    firefox ??/entries/F8D1444FEEFD34D51E7DF0F0956D544B2FC5D814
514312391887   514312391990     501 50029 W 24454427   8192    firefox ??/entries/F8D1444FEEFD34D51E7DF0F0956D544B2FC5D814
514312633902   514312634412     501 50029 W 52783915  12288    firefox ??/entries/C55550B07C70F5C06C3E11B1E9D4F3A73AFECA77
514313942522   514313942647     501 50029 W 52783925   4096    firefox ??/entries/CCB37189180C9B82E0979BD16562CE2E0F6748C4
514313942646   514313942771     501 50029 W 24454429   8192    firefox ??/entries/CCB37189180C9B82E0979BD16562CE2E0F6748C4
514313946236   514313946354     501 50029 W 52783926   4096    firefox ??/entries/DB81391F24F9F8EDD3011120D68FFB1C7E786E8F
514313946368   514313946478     501 50029 W 24454433   8192    firefox ??/entries/DB81391F24F9F8EDD3011120D68FFB1C7E786E8F
514313976882   514313977044     501 50029 W 52783927  12288    firefox ??/entries/AFD77130A0CCF639E5B22E2F0CF7B7A3E72F1627
514314067959   514314068861     501 50029 W 52783930 237568    firefox ??/entries/A9237184201AFAE4BBC1A1AEFF1FA17AD4736EBE
514314404573   514314404705     501 50029 W 18953714   4096    firefox ??/idb/3211250388sbwdpsunsohintoatciif.sqlite-wal
514314404706   514314404921     501 50029 W 52783988  28672    firefox ??/idb/3211250388sbwdpsunsohintoatciif.sqlite-wal
514314405216   514314405325     501 50029 W 52783901   8192    firefox ??/idb/3211250388sbwdpsunsohintoatciif.sqlite
514314405276   514314405388     501 50029 W 52783904   4096    firefox ??/idb/3211250388sbwdpsunsohintoatciif.sqlite
514315317337   514315317524     501 50029 W 52783995  32768    firefox ??/sessionstore-backups/recovery.jsonlz4.tmp
514316197369   514316199220     501 50029 R 41379277  32768    firefox ??/dyld/dyld_shared_cache_x86_64
